t_s,h_km,V_mps,gamma_deg,m_kg,phase
415.06266752569786,381.60767876114045,3883.4730035277566,5.4368186610631435,56346.957598722525,stage2
415.11267367777214,381.6260739812134,3883.956021744067,5.433403508982327,56339.67301529127,stage2
415.1626798298464,381.64445996585954,3884.4391322423276,5.429989510754553,56332.38843186002,stage2
415.2126859819207,381.6628367164787,3884.922335032314,5.426576666241842,56325.103848428764,stage2
415.26269213399496,381.6812042344715,3885.4056301238106,5.423164975306191,56317.81926499751,stage2
415.31269828606924,381.69956252123694,3885.8890175266106,5.419754437809587,56310.534681566256,stage2
415.36270443814345,381.71791157817466,3886.3724972505147,5.416345053614011,56303.25009813501,stage2
415.4127105902177,381.7362514066864,3886.8560693053355,5.41293682258141,56295.965514703756,stage2
415.462716742292,381.75458200816996,3887.339733700893,5.409529744573741,56288.6809312725,stage2
415.5127228943662,381.77290338402895,3887.823490447013,5.4061238194529375,56281.39634784126,stage2
415.5627290464405,381.79121553566216,3888.3073395535343,5.402719047080915,56274.11176441,stage2
415.61273519851477,381.809518464474,3888.791281030304,5.399315427319581,56266.82718097875,stage2
415.66274135058904,381.8278121718653,3889.275314887176,5.39591296003083,56259.542597547494,stage2
415.7127475026633,381.8460966592366,3889.7594411340147,5.392511645076547,56252.25801411625,stage2
415.7627536547376,381.8643719279915,3890.2436597806927,5.389111482318591,56244.973430684986,stage2
415.81275980681187,381.8826379795326,3890.727970837092,5.385712471618824,56237.68884725373,stage2
415.86276595888614,381.9008948152633,3891.2123743131024,5.3823146128390835,56230.40426382248,stage2
415.9127721109604,381.9191424365863,3891.696870218623,5.378917905841199,56223.119680391224,stage2
415.9627782630347,381.937380844906,3892.181458563564,5.375522350486985,56215.83509695997,stage2
416.0127844151089,381.9556100416249,3892.6661393578397,5.3721279466382486,56208.550513528724,stage2
416.0627905671832,381.9738300281493,3893.1509126113788,5.368734694156768,56201.26593009748,stage2
416.11279671925746,381.99204080588186,3893.6357783341145,5.365342592904329,56193.981346666216,stage2
416.1628028713317,382.01024237622784,3894.1207365359915,5.361951642742696,56186.69676323498,stage2
416.21280902340595,382.02843474059085,3894.605787226963,5.358561843533616,56179.41217980372,stage2
416.2628151754802,382.046617900379,3895.09093041699,5.3551731951388275,56172.12759637247,stage2
416.3128213275545,382.06479185699766,3895.5761661160423,5.351785697420059,56164.843012941215,stage2
416.3628274796288,382.0829566118512,3896.0614943341006,5.348399350239023,56157.55842950996,stage2
416.41283363170305,382.101112166347,3896.546915081153,5.34501415345742,56150.27384607871,stage2
416.4628397837773,382.1192585218903,3897.032428367196,5.341630106936939,56142.989262647454,stage2
416.5128459358516,382.1373956798902,3897.5180342022372,5.3382472105392536,56135.7046792162,stage2
416.5628520879259,382.1555236417521,3898.0037325962903,5.334865464126032,56128.420095784946,stage2
416.61285824000015,382.1736424088832,3898.4895235593794,5.33148486755892,56121.13551235369,stage2
416.66286439207437,382.1917519826917,3898.9754071015386,5.328105420699564,56113.850928922446,stage2
416.71287054414864,382.2098523645876,3899.461383232809,5.324727123409582,56106.56634549119,stage2
416.7628766962229,382.2279435559772,3899.9474519632417,5.321349975550592,56099.28176205994,stage2
416.81288284829714,382.2460255582686,3900.433613302896,5.317973976984202,56091.99717862869,stage2
416.8628890003714,382.2640983728729,3900.919867261842,5.3145991275719915,56084.71259519744,stage2
416.9128951524457,382.2821620011982,3901.406213850156,5.311225427175544,56077.428011766184,stage2
416.96290130451996,382.3002164446535,3901.892653077925,5.307852875656427,56070.14342833493,stage2
417.01290745659423,382.3182617046498,3902.379184955245,5.30448147287619,56062.858844903676,stage2
417.0629136086685,382.3362977825962,3902.8658094922203,5.301111218696379,56055.57426147242,stage2
417.1129197607428,382.35432467990273,3903.3525266989636,5.297742112978522,56048.28967804117,stage2
417.16292591281706,382.37234239798227,3903.839336585599,5.294374155584143,56041.005094609915,stage2
417.21293206489133,382.39035093824566,3904.326239162257,5.291007346374743,56033.72051117866,stage2
417.2629382169656,382.4083503021011,3904.8132344390774,5.287641685211818,56026.43592774741,stage2
417.3129443690398,382.42634049096426,3905.30032242621,5.284277171956855,56019.15134431616,stage2
417.3629505211141,382.44432150624414,3905.7875031338144,5.280913806471319,56011.86676088491,stage2
417.4129566731884,382.4622933493545,3906.2747765720565,5.277551588616675,56004.58217745365,stage2
417.4629628252626,382.4802560217073,3906.762142751112,5.2741905182543745,55997.297594022406,stage2
417.51296897733687,382.49820952471623,3907.2496016811683,5.270830595245845,55990.01301059115,stage2
417.56297512941114,382.51615385979323,3907.737153372419,5.267471819452517,55982.7284271599,stage2
