t_s,h_km,V_inertial_mps,gamma_inertial_deg,gamma_rel_deg,m_kg,T_N,phase
334.56361889802633,356.5107128467215,3613.021907489892,13.965810074242476,16.127293735011413,61717.57518796994,600000.0,stage2
334.61361990953947,356.55430677072985,3613.401773901164,13.960526718289165,16.12097193654129,61710.29135338348,600000.0,stage2
334.6636209210526,356.5978891105624,3613.7817384744685,13.955244188823663,16.11465122618756,61703.00751879702,600000.0,stage2
334.7136219325658,356.64145986616427,3614.1618012166805,13.94996248598522,16.108331604141892,61695.72368421055,600000.0,stage2
334.7636229440789,356.68501903747676,3614.5419621346764,13.944681609913,16.102013070595824,61688.43984962409,600000.0,stage2
334.8136239555921,356.72856662444303,3614.9222212353375,13.939401560746067,16.095695625740653,61681.15601503762,600000.0,stage2
334.86362496710524,356.7721026270101,3615.3025785255454,13.934122338623409,16.089379269767544,61673.87218045115,600000.0,stage2
334.9136259786184,356.8156270451201,3615.683034012192,13.92884394368388,16.083064002867424,61666.588345864686,600000.0,stage2
334.96362699013156,356.85913987871817,3616.0635877021655,13.923566376066281,16.076749825231087,61659.30451127822,600000.0,stage2
335.01362800164475,356.90264112774844,3616.4442396023633,13.918289635909302,16.070436737049082,61652.02067669175,600000.0,stage2
335.0636290131579,356.9461307921568,3616.8249897196824,13.913013723351531,16.06412473851183,61644.73684210528,600000.0,stage2
335.113630024671,356.9896088718865,3617.205838061027,13.90773863853149,16.057813829809536,61637.45300751882,600000.0,stage2
335.1636310361842,357.0330753668845,3617.586784633303,13.902464381587562,16.051504011132206,61630.16917293235,600000.0,stage2
335.2136320476974,357.0765302770948,3617.967829443421,13.897190952658077,16.04519528266969,61622.885338345885,600000.0,stage2
335.2636330592105,357.1199736024644,3618.3489724982933,13.89191835188126,16.03888764461165,61615.60150375942,600000.0,stage2
335.31363407072365,357.16340534293744,3618.730213804838,13.88664657939524,16.03258109714754,61608.31766917296,600000.0,stage2
335.36363508223684,357.2068254984608,3619.111553369977,13.881375635338033,16.02627564046664,61601.03383458649,600000.0,stage2
335.41363609375,357.25023406898043,3619.492991200634,13.8761055198476,16.019971274758056,61593.75000000002,600000.0,stage2
335.46363710526316,357.2936310544433,3619.8745273037384,13.870836233061773,16.013668000210693,61586.466165413556,600000.0,stage2
335.5136381167763,357.3370164547935,3620.2561616862213,13.865567775118322,16.007365817013284,61579.18233082709,600000.0,stage2
335.5636391282895,357.3803902699817,3620.6378943550203,13.860300146154893,16.001064725354357,61571.89849624062,600000.0,stage2
335.6136401398026,357.4237524999501,3621.019725317073,13.855033346309062,15.994764725422295,61564.61466165416,600000.0,stage2
335.6636411513158,357.4671031446513,3621.4016545793247,13.849767375718287,15.988465817405235,61557.330827067686,600000.0,stage2
